claim_id,filing_date,claim_amount_gbp,track,defended,disposition_type,disposition_date,days_to_resolution,final_awarded_amount_gbp,case_status,event_observed
GC-2023-04336,2023-06-09,2169.98,Small claims,False,Default Judgment,2023-07-18,39,2169.98,Resolved,1
GC-2023-04243,2023-06-09,7893.79,Small claims,False,Default Judgment,2023-08-13,65,7893.79,Resolved,1
GC-2023-03824,2023-06-09,141.79,Small claims,False,Default Judgment,2023-07-14,35,141.79,Resolved,1
GC-2023-04405,2023-06-09,741.72,Small claims,False,Paid or discontinued,2023-07-25,46,507.02,Resolved,1
GC-2023-02206,2023-06-09,1059.16,Small claims,False,Paid or discontinued,2023-07-20,41,883.9,Resolved,1
GC-2023-03202,2023-06-09,18800.39,Fast/multi-track,False,Paid or discontinued,2023-06-28,19,12323.08,Resolved,1
GC-2023-03585,2023-06-09,11865.3,Fast/multi-track,False,Paid or discontinued,2023-07-15,36,8942.15,Resolved,1
GC-2023-00965,2023-06-09,2578.22,Small claims,False,Default Judgment,2023-08-20,72,2578.22,Resolved,1
GC-2023-03999,2023-06-09,6227.13,Small claims,False,Default Judgment,2023-09-10,93,6227.13,Resolved,1
GC-2023-01221,2023-06-09,54145.78,Fast/multi-track,False,Default Judgment,2023-09-17,100,54145.78,Resolved,1
GC-2023-03719,2023-06-10,4546.5,Small claims,False,Default Judgment,2023-08-02,53,4546.5,Resolved,1
GC-2023-00413,2023-06-10,170.34,Small claims,False,Paid or discontinued,2023-07-20,40,103.38,Resolved,1
GC-2023-00476,2023-06-10,919.57,Small claims,False,Default Judgment,2023-07-14,34,919.57,Resolved,1
GC-2023-02570,2023-06-10,1151.4,Small claims,False,Default Judgment,2023-08-11,62,1151.4,Resolved,1
GC-2023-03416,2023-06-10,3741.63,Small claims,False,Default Judgment,2023-07-17,37,3741.63,Resolved,1
GC-2023-00695,2023-06-10,3808.79,Small claims,False,Paid or discontinued,2023-07-12,32,3056.95,Resolved,1
GC-2023-04194,2023-06-10,135.81,Small claims,False,Paid or discontinued,2023-06-26,16,86.08,Resolved,1
GC-2023-02592,2023-06-10,12349.34,Fast/multi-track,False,Default Judgment,2023-07-14,34,12349.34,Resolved,1
GC-2023-00930,2023-06-10,1208.74,Small claims,False,Default Judgment,2023-09-16,98,1208.74,Resolved,1
GC-2023-00962,2023-06-10,460.11,Small claims,False,Default Judgment,2023-07-27,47,460.11,Resolved,1
GC-2023-04021,2023-06-10,2856.3,Small claims,False,Default Judgment,2023-08-12,63,2856.3,Resolved,1
GC-2023-04951,2023-06-10,5563.04,Small claims,False,Default Judgment,2023-07-31,51,5563.04,Resolved,1
GC-2023-01853,2023-06-10,2262.61,Small claims,False,Default Judgment,2023-09-27,109,2262.61,Resolved,1
GC-2023-01990,2023-06-10,400.88,Small claims,False,Default Judgment,2023-08-08,59,400.88,Resolved,1
GC-2023-02679,2023-06-10,4920.37,Small claims,False,Paid or discontinued,2023-07-05,25,2944.19,Resolved,1
GC-2023-03988,2023-06-10,7007.86,Small claims,True,Settled,2023-08-25,76,3123.93,Resolved,1
GC-2023-00869,2023-06-10,5908.51,Small claims,True,Settled,2023-09-25,107,2701.8,Resolved,1
GC-2023-04847,2023-06-10,1097.14,Small claims,True,Settled,2023-12-21,194,680.53,Resolved,1
GC-2023-04578,2023-06-11,25387.76,Fast/multi-track,False,Paid or discontinued,2023-07-27,46,12196.69,Resolved,1
GC-2023-00238,2023-06-11,4323.23,Small claims,False,Paid or discontinued,2023-07-17,36,2711.91,Resolved,1
GC-2023-03490,2023-06-11,2118.83,Small claims,False,Paid or discontinued,2023-07-04,23,1684.15,Resolved,1
GC-2023-04543,2023-06-11,10283.47,Fast/multi-track,False,Paid or discontinued,2023-07-19,38,9046.61,Resolved,1
GC-2023-03959,2023-06-11,54240.89,Fast/multi-track,False,Default Judgment,2023-07-25,44,54240.89,Resolved,1
GC-2023-01364,2023-06-11,2740.19,Small claims,False,Default Judgment,2023-08-18,68,2740.19,Resolved,1
GC-2023-01392,2023-06-11,971.61,Small claims,False,Default Judgment,2023-08-13,63,971.61,Resolved,1
GC-2023-02867,2023-06-11,1762.29,Small claims,False,Paid or discontinued,2023-07-11,30,1122.63,Resolved,1
GC-2023-01272,2023-06-11,380.21,Small claims,False,Paid or discontinued,2023-07-23,42,360.81,Resolved,1
GC-2023-04664,2023-06-11,2975.79,Small claims,False,Paid or discontinued,2023-07-26,45,1978.88,Resolved,1
GC-2023-04551,2023-06-11,801.52,Small claims,False,Default Judgment,2023-07-24,43,801.52,Resolved,1
GC-2023-04943,2023-06-11,1794.45,Small claims,False,Paid or discontinued,2023-07-18,37,474.63,Resolved,1
GC-2023-03623,2023-06-11,3089.09,Small claims,False,Default Judgment,2023-07-21,40,3089.09,Resolved,1
GC-2023-03385,2023-06-11,46478.77,Fast/multi-track,True,Settled,2024-01-25,228,7951.39,Resolved,1
GC-2023-04790,2023-06-11,3477.91,Small claims,True,Settled,2023-10-17,128,938.37,Resolved,1
GC-2023-04270,2023-06-12,6619.9,Small claims,False,Default Judgment,2023-08-07,56,6619.9,Resolved,1
GC-2023-00777,2023-06-12,4651.29,Small claims,True,Settled,2024-01-19,221,1952.39,Resolved,1
GC-2023-02247,2023-06-12,947.13,Small claims,False,Default Judgment,2023-08-15,64,947.13,Resolved,1
GC-2023-00187,2023-06-12,153.3,Small claims,False,Default Judgment,2023-08-20,69,153.3,Resolved,1
GC-2023-01047,2023-06-12,13306.72,Fast/multi-track,False,Default Judgment,2023-09-10,90,13306.72,Resolved,1
GC-2023-00475,2023-06-12,33094.48,Fast/multi-track,False,Default Judgment,2023-07-22,40,33094.48,Resolved,1
GC-2023-03701,2023-06-12,5545.89,Small claims,False,Default Judgment,2023-08-09,58,5545.89,Resolved,1
GC-2023-04297,2023-06-12,1779.99,Small claims,False,Paid or discontinued,2023-07-21,39,1373.94,Resolved,1
GC-2023-03853,2023-06-12,893.05,Small claims,False,Paid or discontinued,2023-06-27,15,520.56,Resolved,1
GC-2023-04846,2023-06-12,1963.65,Small claims,False,Default Judgment,2023-08-20,69,1963.65,Resolved,1
GC-2023-04831,2023-06-12,3821.69,Small claims,False,Default Judgment,2023-08-03,52,3821.69,Resolved,1
GC-2023-00629,2023-06-12,829.35,Small claims,False,Default Judgment,2023-08-09,58,829.35,Resolved,1
GC-2023-00508,2023-06-12,2088.91,Small claims,False,Paid or discontinued,2023-07-11,29,1508.09,Resolved,1
GC-2023-02507,2023-06-12,12211.47,Fast/multi-track,False,Default Judgment,2023-08-14,63,12211.47,Resolved,1
GC-2023-04051,2023-06-13,22471.51,Fast/multi-track,False,Paid or discontinued,2023-08-06,54,17899.19,Resolved,1
GC-2023-00051,2023-06-13,6518.81,Small claims,False,Paid or discontinued,2023-10-08,117,4165.46,Resolved,1
GC-2023-04325,2023-06-13,820.79,Small claims,False,Default Judgment,2023-07-30,47,820.79,Resolved,1
GC-2023-00710,2023-06-13,149.8,Small claims,False,Default Judgment,2023-08-25,73,149.8,Resolved,1
GC-2023-03410,2023-06-13,1076.89,Small claims,True,Trial Judgment,2024-09-22,467,792.26,Resolved,1
GC-2023-00388,2023-06-13,822.73,Small claims,False,Default Judgment,2023-08-08,56,822.73,Resolved,1
GC-2023-02897,2023-06-13,1239.51,Small claims,False,Default Judgment,2023-08-05,53,1239.51,Resolved,1
GC-2023-02874,2023-06-13,421.26,Small claims,False,Default Judgment,2023-08-16,64,421.26,Resolved,1
GC-2023-04322,2023-06-13,6648.04,Small claims,False,Paid or discontinued,2023-08-02,50,6435.0,Resolved,1
GC-2023-00719,2023-06-13,3500.63,Small claims,False,Default Judgment,2023-07-27,44,3500.63,Resolved,1
GC-2023-04095,2023-06-13,5448.23,Small claims,False,Default Judgment,2023-08-17,65,5448.23,Resolved,1
GC-2023-03523,2023-06-13,3008.69,Small claims,False,Paid or discontinued,2023-07-24,41,805.23,Resolved,1
GC-2023-03793,2023-06-14,36258.65,Fast/multi-track,False,Default Judgment,2023-07-20,36,36258.65,Resolved,1
GC-2023-04003,2023-06-14,2014.84,Small claims,False,Paid or discontinued,2023-07-21,37,926.55,Resolved,1
GC-2023-00617,2023-06-14,765.85,Small claims,True,Settled,2023-12-12,181,514.66,Resolved,1
GC-2023-03940,2023-06-14,851.02,Small claims,False,Paid or discontinued,2023-07-22,38,278.97,Resolved,1
GC-2023-04014,2023-06-14,1561.07,Small claims,False,Default Judgment,2023-08-13,60,1561.07,Resolved,1
GC-2023-02913,2023-06-14,2035.76,Small claims,False,Default Judgment,2023-08-28,75,2035.76,Resolved,1
GC-2023-02788,2023-06-14,1535.18,Small claims,False,Default Judgment,2023-08-26,73,1535.18,Resolved,1
GC-2023-02496,2023-06-14,1113.02,Small claims,False,Paid or discontinued,2023-07-17,33,1006.72,Resolved,1
GC-2023-03004,2023-06-14,1674.07,Small claims,False,Paid or discontinued,2023-07-18,34,1346.59,Resolved,1
GC-2023-03210,2023-06-14,12421.03,Fast/multi-track,True,Settled,2024-04-10,301,5455.48,Resolved,1
GC-2023-00533,2023-06-14,1686.86,Small claims,False,Paid or discontinued,2023-08-08,55,851.04,Resolved,1
GC-2023-00548,2023-06-14,3328.79,Small claims,False,Default Judgment,2023-07-28,44,3328.79,Resolved,1
GC-2023-00431,2023-06-14,10538.65,Fast/multi-track,True,Settled,2024-07-29,411,1433.3,Resolved,1
GC-2023-03797,2023-06-14,11723.04,Fast/multi-track,False,Paid or discontinued,2023-07-16,32,8856.97,Resolved,1
GC-2023-03401,2023-06-14,373.41,Small claims,False,Paid or discontinued,2023-08-04,51,241.73,Resolved,1
GC-2023-04283,2023-06-15,1559.6,Small claims,False,Default Judgment,2023-08-14,60,1559.6,Resolved,1
GC-2023-04406,2023-06-15,6429.47,Small claims,False,Default Judgment,2023-07-29,44,6429.47,Resolved,1
GC-2023-04807,2023-06-15,7566.8,Small claims,False,Default Judgment,2023-08-07,53,7566.8,Resolved,1
GC-2023-03267,2023-06-15,2759.03,Small claims,False,Default Judgment,2023-07-23,38,2759.03,Resolved,1
GC-2023-03990,2023-06-15,6642.67,Small claims,False,Default Judgment,2023-08-24,70,6642.67,Resolved,1
GC-2023-02825,2023-06-16,3229.68,Small claims,True,Settled,2024-02-06,235,676.42,Resolved,1
GC-2023-02714,2023-06-16,16052.95,Fast/multi-track,False,Default Judgment,2023-08-03,48,16052.95,Resolved,1
GC-2023-00088,2023-06-16,65048.86,Fast/multi-track,True,Settled,2024-03-01,259,35089.5,Resolved,1
GC-2023-02471,2023-06-16,3593.43,Small claims,False,Default Judgment,2023-08-25,70,3593.43,Resolved,1
GC-2023-02400,2023-06-16,6452.72,Small claims,True,Settled,2023-11-26,163,904.89,Resolved,1
GC-2023-02501,2023-06-16,11439.68,Fast/multi-track,False,Paid or discontinued,2023-07-07,21,7852.69,Resolved,1
GC-2023-00816,2023-06-16,10629.01,Fast/multi-track,False,Default Judgment,2023-09-08,84,10629.01,Resolved,1
GC-2023-01697,2023-06-16,1319.7,Small claims,False,Default Judgment,2023-07-28,42,1319.7,Resolved,1
GC-2023-03769,2023-06-16,1455.32,Small claims,False,Paid or discontinued,2023-07-18,32,612.51,Resolved,1
GC-2023-00011,2023-06-16,453.13,Small claims,False,Default Judgment,2023-08-14,59,453.13,Resolved,1
GC-2023-02912,2023-06-17,14724.43,Fast/multi-track,False,Default Judgment,2023-07-31,44,14724.43,Resolved,1
GC-2023-03041,2023-06-17,252.25,Small claims,True,Settled,2023-11-19,155,130.36,Resolved,1
GC-2023-03654,2023-06-17,6428.73,Small claims,False,Paid or discontinued,2023-07-14,27,5475.52,Resolved,1
GC-2023-03669,2023-06-17,8548.89,Small claims,False,Paid or discontinued,2023-07-15,28,5673.21,Resolved,1
GC-2023-03245,2023-06-17,1010.04,Small claims,False,Paid or discontinued,2023-07-12,25,763.79,Resolved,1
GC-2023-04237,2023-06-17,10756.58,Fast/multi-track,False,Paid or discontinued,2023-07-15,28,7611.76,Resolved,1
GC-2023-03951,2023-06-17,2413.46,Small claims,False,Paid or discontinued,2023-07-31,44,2081.2,Resolved,1
GC-2023-02294,2023-06-17,14522.07,Fast/multi-track,False,Default Judgment,2023-07-22,35,14522.07,Resolved,1
GC-2023-03067,2023-06-17,1681.48,Small claims,False,Default Judgment,2023-08-12,56,1681.48,Resolved,1
GC-2023-00726,2023-06-17,3362.33,Small claims,False,Paid or discontinued,2023-07-23,36,1867.2,Resolved,1
GC-2023-01597,2023-06-17,1238.78,Small claims,False,Default Judgment,2023-08-07,51,1238.78,Resolved,1
GC-2023-02577,2023-06-17,2065.71,Small claims,False,Paid or discontinued,2023-07-16,29,1061.55,Resolved,1
GC-2023-00698,2023-06-17,4221.56,Small claims,False,Paid or discontinued,2023-08-19,63,4100.18,Resolved,1
GC-2023-04158,2023-06-17,1745.3,Small claims,False,Paid or discontinued,2023-08-08,52,1085.06,Resolved,1
GC-2023-04593,2023-06-17,669.08,Small claims,False,Default Judgment,2023-07-27,40,669.08,Resolved,1
GC-2023-03517,2023-06-17,389.13,Small claims,False,Default Judgment,2023-08-18,62,389.13,Resolved,1
GC-2023-00182,2023-06-17,324.17,Small claims,False,Default Judgment,2023-08-02,46,324.17,Resolved,1
GC-2023-04671,2023-06-17,20717.49,Fast/multi-track,False,Paid or discontinued,2023-07-10,23,14271.62,Resolved,1
GC-2023-01730,2023-06-17,2569.67,Small claims,False,Default Judgment,2023-07-20,33,2569.67,Resolved,1
GC-2023-04904,2023-06-18,340.53,Small claims,True,Settled,2023-12-05,170,162.53,Resolved,1
GC-2023-04774,2023-06-18,8712.17,Small claims,False,Default Judgment,2023-08-20,63,8712.17,Resolved,1
GC-2023-01482,2023-06-18,3672.13,Small claims,False,Default Judgment,2023-09-08,82,3672.13,Resolved,1
GC-2023-00783,2023-06-18,355.73,Small claims,False,Paid or discontinued,2023-07-18,30,258.67,Resolved,1
GC-2023-02396,2023-06-18,335.91,Small claims,False,Default Judgment,2023-08-14,57,335.91,Resolved,1
GC-2023-04530,2023-06-18,3145.31,Small claims,False,Paid or discontinued,2023-07-26,38,1685.57,Resolved,1
GC-2023-00787,2023-06-18,2892.75,Small claims,True,Settled,2023-12-15,180,1557.53,Resolved,1
GC-2023-00250,2023-06-18,3727.75,Small claims,False,Paid or discontinued,2023-07-25,37,2521.69,Resolved,1
GC-2023-03215,2023-06-18,360.92,Small claims,False,Paid or discontinued,2023-07-20,32,191.86,Resolved,1
GC-2023-04061,2023-06-18,199.46,Small claims,False,Default Judgment,2023-08-31,74,199.46,Resolved,1
GC-2023-02307,2023-06-18,2540.66,Small claims,False,Paid or discontinued,2023-07-31,43,2137.41,Resolved,1
GC-2023-04553,2023-06-18,10635.24,Fast/multi-track,False,Paid or discontinued,2023-07-11,23,8942.6,Resolved,1
GC-2023-00327,2023-06-18,5071.37,Small claims,True,Settled,2023-09-05,79,2062.86,Resolved,1
GC-2023-01214,2023-06-18,537.84,Small claims,False,Paid or discontinued,2023-07-14,26,359.86,Resolved,1
GC-2023-01823,2023-06-19,3130.99,Small claims,True,Settled,2023-10-05,108,805.14,Resolved,1
GC-2023-02321,2023-06-19,1809.81,Small claims,False,Default Judgment,2023-07-28,39,1809.81,Resolved,1
GC-2023-02775,2023-06-19,5990.32,Small claims,False,Default Judgment,2023-08-21,63,5990.32,Resolved,1
GC-2023-02278,2023-06-19,2556.59,Small claims,True,Settled,2023-12-21,185,641.48,Resolved,1
GC-2023-03780,2023-06-19,753.76,Small claims,False,Default Judgment,2023-08-17,59,753.76,Resolved,1
GC-2023-04294,2023-06-19,1821.76,Small claims,False,Paid or discontinued,2023-08-26,68,1265.55,Resolved,1
GC-2023-00552,2023-06-19,3343.95,Small claims,False,Paid or discontinued,2023-07-08,19,2600.17,Resolved,1
GC-2023-03908,2023-06-19,5029.05,Small claims,True,Settled,2023-09-25,98,2224.55,Resolved,1
GC-2023-01619,2023-06-20,2995.81,Small claims,False,Paid or discontinued,2023-07-18,28,2145.67,Resolved,1
GC-2023-00014,2023-06-20,8438.74,Small claims,False,Default Judgment,2023-08-24,65,8438.74,Resolved,1
GC-2023-00054,2023-06-20,10939.46,Fast/multi-track,False,Default Judgment,2023-08-19,60,10939.46,Resolved,1
GC-2023-00270,2023-06-20,11834.91,Fast/multi-track,False,Paid or discontinued,2023-07-19,29,7819.94,Resolved,1
GC-2023-02610,2023-06-20,5231.0,Small claims,False,Paid or discontinued,2023-07-29,39,4839.51,Resolved,1
GC-2023-04164,2023-06-20,2679.78,Small claims,False,Paid or discontinued,2023-08-07,48,1907.1,Resolved,1
GC-2023-01674,2023-06-20,1240.23,Small claims,False,Default Judgment,2023-09-04,76,1240.23,Resolved,1
GC-2023-03791,2023-06-20,8595.1,Small claims,False,Paid or discontinued,2023-07-25,35,2633.54,Resolved,1
GC-2023-02046,2023-06-20,9949.01,Small claims,True,Settled,2023-10-21,123,5843.75,Resolved,1
GC-2023-04752,2023-06-20,1046.11,Small claims,False,Paid or discontinued,2023-07-10,20,868.91,Resolved,1
GC-2023-03008,2023-06-20,37941.63,Fast/multi-track,False,Paid or discontinued,2023-07-02,12,25897.54,Resolved,1
GC-2023-01019,2023-06-20,6073.2,Small claims,True,Trial Judgment,2023-11-11,144,4577.17,Resolved,1
GC-2023-02933,2023-06-20,6386.97,Small claims,True,Settled,2023-10-25,127,2830.63,Resolved,1
GC-2023-04826,2023-06-20,578.12,Small claims,False,Paid or discontinued,2023-07-10,20,527.38,Resolved,1
GC-2023-01943,2023-06-20,1899.94,Small claims,False,Default Judgment,2023-07-26,36,1899.94,Resolved,1
GC-2023-04563,2023-06-20,559.32,Small claims,False,Paid or discontinued,2023-08-04,45,509.0,Resolved,1
GC-2023-00162,2023-06-20,2959.82,Small claims,True,Settled,2023-12-15,178,328.89,Resolved,1
GC-2023-00921,2023-06-20,9277.48,Small claims,False,Default Judgment,2023-08-23,64,9277.48,Resolved,1
GC-2023-01206,2023-06-20,5047.68,Small claims,False,Paid or discontinued,2023-07-08,18,3653.66,Resolved,1
GC-2023-00509,2023-06-20,1853.76,Small claims,False,Default Judgment,2023-08-17,58,1853.76,Resolved,1
GC-2023-03354,2023-06-21,5384.85,Small claims,False,Paid or discontinued,2023-08-07,47,3777.57,Resolved,1
GC-2023-00108,2023-06-21,1023.26,Small claims,False,Paid or discontinued,2023-07-12,21,517.63,Resolved,1
GC-2023-02545,2023-06-21,377.43,Small claims,False,Paid or discontinued,2023-07-18,27,293.36,Resolved,1
GC-2023-02306,2023-06-21,936.23,Small claims,False,Default Judgment,2023-07-24,33,936.23,Resolved,1
GC-2023-02757,2023-06-21,1146.26,Small claims,False,Default Judgment,2023-08-07,47,1146.26,Resolved,1
GC-2023-03825,2023-06-21,1589.34,Small claims,True,Settled,2023-10-29,130,1101.87,Resolved,1
GC-2023-03404,2023-06-21,5419.62,Small claims,False,Paid or discontinued,2023-07-18,27,3071.84,Resolved,1
GC-2023-00161,2023-06-21,5015.4,Small claims,False,Default Judgment,2023-08-06,46,5015.4,Resolved,1
GC-2023-02921,2023-06-21,2304.88,Small claims,False,Default Judgment,2023-08-22,62,2304.88,Resolved,1
GC-2023-03027,2023-06-22,7290.84,Small claims,True,Trial Judgment,2024-04-24,307,0.0,Resolved,1
GC-2023-02868,2023-06-22,6168.99,Small claims,True,Settled,2023-09-10,80,4430.37,Resolved,1
GC-2023-02291,2023-06-22,11895.81,Fast/multi-track,False,Default Judgment,2023-08-28,67,11895.81,Resolved,1
GC-2023-01275,2023-06-22,6834.71,Small claims,True,Settled,2023-12-09,170,4470.17,Resolved,1
GC-2023-03445,2023-06-22,2211.11,Small claims,False,Paid or discontinued,2023-09-26,96,1776.03,Resolved,1
GC-2023-01257,2023-06-22,10821.95,Fast/multi-track,False,Paid or discontinued,2023-07-14,22,6015.94,Resolved,1
GC-2023-00593,2023-06-22,1861.58,Small claims,True,Settled,2023-12-06,167,677.05,Resolved,1
GC-2023-03870,2023-06-22,832.32,Small claims,False,Default Judgment,2023-08-02,41,832.32,Resolved,1
GC-2023-04612,2023-06-22,386.09,Small claims,False,Default Judgment,2023-08-07,46,386.09,Resolved,1
GC-2023-03059,2023-06-22,261.03,Small claims,False,Paid or discontinued,2023-08-11,50,168.42,Resolved,1
GC-2023-01925,2023-06-22,3077.76,Small claims,True,Settled,2024-05-01,314,1617.63,Resolved,1
GC-2023-04965,2023-06-22,3202.98,Small claims,False,Default Judgment,2023-10-15,115,3202.98,Resolved,1
GC-2023-04314,2023-06-22,1738.65,Small claims,False,Paid or discontinued,2023-07-29,37,1623.63,Resolved,1
GC-2023-04999,2023-06-23,1077.53,Small claims,False,Paid or discontinued,2023-07-30,37,506.05,Resolved,1
GC-2023-02988,2023-06-23,16276.72,Fast/multi-track,False,Default Judgment,2023-08-02,40,16276.72,Resolved,1
GC-2023-03023,2023-06-23,12764.76,Fast/multi-track,True,Settled,2024-03-08,259,6258.2,Resolved,1
GC-2023-03368,2023-06-23,4320.43,Small claims,False,Paid or discontinued,2023-07-30,37,2044.31,Resolved,1
GC-2023-03678,2023-06-23,555.74,Small claims,False,Paid or discontinued,2023-08-04,42,329.51,Resolved,1
GC-2023-04485,2023-06-23,1728.21,Small claims,False,Paid or discontinued,2023-07-17,24,807.62,Resolved,1
GC-2023-03755,2023-06-23,389.67,Small claims,False,Paid or discontinued,2023-07-18,25,223.08,Resolved,1
GC-2023-04519,2023-06-23,1174.3,Small claims,False,Default Judgment,2023-08-05,43,1174.3,Resolved,1
GC-2023-01139,2023-06-23,668.0,Small claims,False,Default Judgment,2023-08-11,49,668.0,Resolved,1
GC-2023-04695,2023-06-23,1286.75,Small claims,False,Default Judgment,2023-08-02,40,1286.75,Resolved,1
GC-2023-00571,2023-06-23,5264.12,Small claims,False,Default Judgment,2023-09-27,96,5264.12,Resolved,1
GC-2023-03884,2023-06-23,11614.82,Fast/multi-track,False,Paid or discontinued,2023-07-18,25,8635.01,Resolved,1
GC-2023-01143,2023-06-23,3669.72,Small claims,True,Settled,2023-12-26,186,1081.25,Resolved,1
GC-2023-02661,2023-06-23,986.65,Small claims,False,Paid or discontinued,2023-08-11,49,930.39,Resolved,1
GC-2023-04377,2023-06-23,12765.56,Fast/multi-track,False,Default Judgment,2023-08-16,54,12765.56,Resolved,1
GC-2023-04568,2023-06-24,112.58,Small claims,False,Default Judgment,2023-08-10,47,112.58,Resolved,1
GC-2023-00977,2023-06-24,4752.5,Small claims,False,Default Judgment,2023-07-30,36,4752.5,Resolved,1
GC-2023-00754,2023-06-24,12119.25,Fast/multi-track,False,Default Judgment,2023-07-29,35,12119.25,Resolved,1
GC-2023-01759,2023-06-24,14129.22,Fast/multi-track,True,Settled,2024-02-23,244,6353.51,Resolved,1
GC-2023-02811,2023-06-24,2324.52,Small claims,False,Paid or discontinued,2023-09-28,96,1932.58,Resolved,1
GC-2023-03552,2023-06-24,1022.16,Small claims,False,Default Judgment,2023-08-05,42,1022.16,Resolved,1
GC-2023-01193,2023-06-24,5295.15,Small claims,False,Paid or discontinued,2023-07-24,30,3110.09,Resolved,1
GC-2023-02250,2023-06-24,2271.91,Small claims,True,Settled,2024-01-09,199,1426.12,Resolved,1
GC-2023-00699,2023-06-24,4811.54,Small claims,False,Default Judgment,2023-08-12,49,4811.54,Resolved,1
GC-2023-00786,2023-06-24,853.21,Small claims,False,Default Judgment,2023-09-20,88,853.21,Resolved,1
GC-2023-01710,2023-06-24,10522.99,Fast/multi-track,False,Paid or discontinued,2023-07-31,37,6364.87,Resolved,1
GC-2023-00305,2023-06-24,2706.27,Small claims,False,Default Judgment,2023-08-12,49,2706.27,Resolved,1
GC-2023-03756,2023-06-24,1164.26,Small claims,False,Default Judgment,2023-09-05,73,1164.26,Resolved,1
GC-2023-02065,2023-06-24,4828.98,Small claims,False,Paid or discontinued,2023-07-26,32,3868.88,Resolved,1
GC-2023-05006,2023-06-24,758.39,Small claims,False,Default Judgment,2023-08-08,45,758.39,Resolved,1
GC-2023-03150,2023-06-25,2975.0,Small claims,False,Paid or discontinued,2023-07-14,19,2845.41,Resolved,1
GC-2023-01312,2023-06-25,852.84,Small claims,False,Paid or discontinued,2023-07-31,36,707.42,Resolved,1
GC-2023-04202,2023-06-25,514.41,Small claims,False,Default Judgment,2023-08-25,61,514.41,Resolved,1
GC-2023-00661,2023-06-25,3462.68,Small claims,True,Settled,2023-11-15,143,1506.48,Resolved,1
GC-2023-01300,2023-06-25,3961.24,Small claims,False,Default Judgment,2023-08-10,46,3961.24,Resolved,1
GC-2023-04399,2023-06-25,1373.12,Small claims,False,Default Judgment,2023-08-09,45,1373.12,Resolved,1
GC-2023-00274,2023-06-25,9927.37,Small claims,True,Settled,2023-10-06,103,2008.84,Resolved,1
GC-2023-01255,2023-06-25,2755.84,Small claims,False,Default Judgment,2023-08-09,45,2755.84,Resolved,1
GC-2023-00682,2023-06-25,5674.1,Small claims,False,Paid or discontinued,2023-07-30,35,4750.35,Resolved,1
GC-2023-02877,2023-06-25,1112.86,Small claims,False,Default Judgment,2023-08-09,45,1112.86,Resolved,1
GC-2023-01654,2023-06-25,8646.97,Small claims,False,Default Judgment,2023-09-17,84,8646.97,Resolved,1
GC-2023-03494,2023-06-26,956.23,Small claims,False,Paid or discontinued,2023-07-05,9,602.21,Resolved,1
GC-2023-01863,2023-06-26,9444.38,Small claims,False,Default Judgment,2023-08-16,51,9444.38,Resolved,1
GC-2023-01956,2023-06-26,10195.79,Fast/multi-track,False,Paid or discontinued,2023-08-03,38,5635.21,Resolved,1
GC-2023-00752,2023-06-26,1363.61,Small claims,False,Default Judgment,2023-08-24,59,1363.61,Resolved,1
GC-2023-03461,2023-06-26,2624.69,Small claims,False,Paid or discontinued,2023-08-18,53,1321.13,Resolved,1
GC-2023-00017,2023-06-26,1118.41,Small claims,False,Paid or discontinued,2023-07-26,30,450.85,Resolved,1
GC-2023-00004,2023-06-26,4898.7,Small claims,False,Default Judgment,2023-08-05,40,4898.7,Resolved,1
GC-2023-00484,2023-06-26,76006.29,Fast/multi-track,True,Settled,2024-06-22,362,55281.76,Resolved,1
GC-2023-00093,2023-06-26,796.72,Small claims,False,Default Judgment,2023-08-25,60,796.72,Resolved,1
GC-2023-04081,2023-06-26,1901.88,Small claims,False,Default Judgment,2023-08-22,57,1901.88,Resolved,1
GC-2023-03468,2023-06-26,384.62,Small claims,False,Default Judgment,2023-08-20,55,384.62,Resolved,1
GC-2023-02510,2023-06-26,6587.68,Small claims,False,Default Judgment,2023-08-24,59,6587.68,Resolved,1
GC-2023-02457,2023-06-26,814.66,Small claims,False,Default Judgment,2023-08-05,40,814.66,Resolved,1
GC-2023-01900,2023-06-26,4287.58,Small claims,False,Paid or discontinued,2023-08-03,38,2986.02,Resolved,1
GC-2023-02625,2023-06-26,17150.64,Fast/multi-track,False,Default Judgment,2023-08-02,37,17150.64,Resolved,1
GC-2023-02954,2023-06-26,4956.18,Small claims,False,Paid or discontinued,2023-08-21,56,4489.69,Resolved,1
GC-2023-03896,2023-06-26,577.23,Small claims,False,Default Judgment,2023-07-26,30,577.23,Resolved,1
GC-2023-04909,2023-06-26,956.08,Small claims,False,Default Judgment,2023-08-19,54,956.08,Resolved,1
GC-2023-03335,2023-06-26,487.68,Small claims,False,Paid or discontinued,2023-07-22,26,451.81,Resolved,1
GC-2023-01432,2023-06-26,429.64,Small claims,False,Default Judgment,2023-08-17,52,429.64,Resolved,1
GC-2023-04142,2023-06-26,3101.53,Small claims,False,Paid or discontinued,2023-08-07,42,1980.37,Resolved,1
GC-2023-04189,2023-06-26,1682.97,Small claims,False,Paid or discontinued,2023-08-15,50,892.64,Resolved,1
GC-2023-04101,2023-06-26,4441.95,Small claims,False,Default Judgment,2023-08-05,40,4441.95,Resolved,1
